Chemin, Paquet, Classe, TLOC, TASSERT, tcmp
./jfreechart-master/src/test/java/org/jfree/data/time/TimeSeriesDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimeSeriesDataItemTest, 32, 6, 5.33
./jfreechart-master/src/test/java/org/jfree/data/time/MillisecondTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/MillisecondTest, 335, 79, 4.24
./jfreechart-master/src/test/java/org/jfree/data/time/TimeSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/TimeSeriesTest, 730, 210, 3.48
./jfreechart-master/src/test/java/org/jfree/data/time/DayTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/DayTest, 360, 61, 5.90
./jfreechart-master/src/test/java/org/jfree/data/time/YearTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/YearTest, 328, 47, 6.98
./jfreechart-master/src/test/java/org/jfree/data/time/WeekTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/time/WeekTest, 460, 71, 6.48
./jfreechart-master/src/test/java/org/jfree/data/gantt/TaskSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/gantt/TaskSeriesCollectionTest, 415, 132, 3.14
./jfreechart-master/src/test/java/org/jfree/data/gantt/SlidingGanttCategoryDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/gantt/SlidingGanttCategoryDatasetTest, 108, 17, 6.35
./jfreechart-master/src/test/java/org/jfree/data/gantt/TaskSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/gantt/TaskSeriesTest, 57, 13, 4.38
./jfreechart-master/src/test/java/org/jfree/data/gantt/XYTaskDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/gantt/XYTaskDatasetTest, 72, 15, 4.80
./jfreechart-master/src/test/java/org/jfree/data/gantt/TaskTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/gantt/TaskTest, 60, 19, 3.16
./jfreechart-master/src/test/java/org/jfree/data/RangeTypeTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/RangeTypeTest, 36, 15, 2.40
./jfreechart-master/src/test/java/org/jfree/data/ComparableObjectSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/ComparableObjectSeriesTest, 104, 33, 3.15
./jfreechart-master/src/test/java/org/jfree/data/KeyToGroupMapTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/KeyToGroupMapTest, 124, 37, 3.35
./jfreechart-master/src/test/java/org/jfree/data/DomainOrderTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/DomainOrderTest, 36, 15, 2.40
./jfreechart-master/src/test/java/org/jfree/data/RangeTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/RangeTest, 213, 87, 2.45
./jfreechart-master/src/test/java/org/jfree/data/ComparableObjectItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/ComparableObjectItemTest, 54, 13, 4.15
./jfreechart-master/src/test/java/org/jfree/data/KeyedObjectTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/KeyedObjectTest, 53, 16, 3.31
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultXYDatasetTest, 110, 26, 4.23
./jfreechart-master/src/test/java/org/jfree/data/xy/XYCoordinateTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYCoordinateTest, 41, 10, 4.10
./jfreechart-master/src/test/java/org/jfree/data/xy/XYSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYSeriesTest, 512, 188, 2.72
./jfreechart-master/src/test/java/org/jfree/data/xy/OHLCDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/OHLCDataItemTest, 27, 4, 6.75
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultXYZDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultXYZDatasetTest, 116, 26, 4.46
./jfreechart-master/src/test/java/org/jfree/data/xy/TableXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/TableXYDatasetTest, 139, 34, 4.09
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultTableXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultTableXYDatasetTest, 111, 31, 3.58
./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalTest, 35, 9, 3.89
./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalSeriesCollectionTest, 81, 13, 6.23
./jfreechart-master/src/test/java/org/jfree/data/xy/XYBarDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYBarDatasetTest, 65, 9, 7.22
./jfreechart-master/src/test/java/org/jfree/data/xy/IntervalXYDelegateTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/IntervalXYDelegateTest, 56, 12, 4.67
./jfreechart-master/src/test/java/org/jfree/data/xy/MatrixSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/MatrixSeriesCollectionTest, 52, 10, 5.20
./jfreechart-master/src/test/java/org/jfree/data/xy/MatrixSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/MatrixSeriesTest, 88, 32, 2.75
./jfreechart-master/src/test/java/org/jfree/data/xy/XYDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYDataItemTest, 32, 8, 4.00
./jfreechart-master/src/test/java/org/jfree/data/xy/VectorSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/VectorSeriesCollectionTest, 80, 21, 3.81
./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalSeriesCollectionTest, 87, 17, 5.12
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultWindDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultWindDatasetTest, 78, 19, 4.11
./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalDataItemTest, 68, 24, 2.83
./jfreechart-master/src/test/java/org/jfree/data/xy/XIntervalSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XIntervalSeriesTest, 174, 51, 3.41
./jfreechart-master/src/test/java/org/jfree/data/xy/XIntervalDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XIntervalDataItemTest, 53, 18, 2.94
./jfreechart-master/src/test/java/org/jfree/data/xy/XYSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYSeriesCollectionTest, 306, 101, 3.03
./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalDataItemTest, 53, 18, 2.94
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultOHLCDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultOHLCDatasetTest, 78, 17, 4.59
./jfreechart-master/src/test/java/org/jfree/data/xy/CategoryTableXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/CategoryTableXYDatasetTest, 101, 38, 2.66
./jfreechart-master/src/test/java/org/jfree/data/xy/VectorTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/VectorTest, 41, 10, 4.10
./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/YIntervalSeriesTest, 158, 47, 3.36
./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalTest, 43, 13, 3.31
./jfreechart-master/src/test/java/org/jfree/data/xy/YWithXIntervalTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/YWithXIntervalTest, 35, 9, 3.89
./jfreechart-master/src/test/java/org/jfree/data/xy/XIntervalSeriesCollectionTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XIntervalSeriesCollectionTest, 92, 17, 5.41
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultHighLowDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultHighLowDatasetTest, 111, 21, 5.29
./jfreechart-master/src/test/java/org/jfree/data/xy/VectorDataItemTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/VectorDataItemTest, 53, 16, 3.31
./jfreechart-master/src/test/java/org/jfree/data/xy/VectorSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/VectorSeriesTest, 160, 48, 3.33
./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalSeriesTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/XYIntervalSeriesTest, 169, 53, 3.19
./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultIntervalXYDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/xy/DefaultIntervalXYDatasetTest, 205, 69, 2.97
./jfreechart-master/src/test/java/org/jfree/data/flow/FlowKeyTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/flow/FlowKeyTest, 35, 10, 3.50
./jfreechart-master/src/test/java/org/jfree/data/flow/NodeKeyTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/flow/NodeKeyTest, 35, 10, 3.50
./jfreechart-master/src/test/java/org/jfree/data/flow/DefaultFlowDatasetTest.java,  , ./jfreechart-master/src/test/java/org/jfree/data/flow/DefaultFlowDatasetTest, 57, 14, 4.07
